CLAIM3YEARS,BUS_USE,CLERICAL,AD_BUILDINGS,RISK_RATED_AREA_B,SUM_INSURED_BUILDINGS,NCD_GRANTED_YEARS_B,AD_CONTENTS,RISK_RATED_AREA_C,SUM_INSURED_CONTENTS,NCD_GRANTED_YEARS_C,CONTENTS_COVER,BUILDINGS_COVER,SPEC_SUM_INSURED,SPEC_ITEM_PREM,UNSPEC_HRP_PREM,P1_POLICY_REFUSED,P1_SEX,APPR_ALARM,APPR_LOCKS,BEDROOMS,ROOF_CONSTRUCTION,WALL_CONSTRUCTION,FLOODING,LISTED,MAX_DAYS_UNOCC,NEIGH_WATCH,OWNERSHIP_TYPE,PAYING_GUESTS,PROP_TYPE,SAFE_INSTALLED,SEC_DISC_REQ,SUBSIDENCE,YEARBUILT,PAYMENT_METHOD,PAYMENT_FREQUENCY,LEGAL_ADDON_PRE_REN,LEGAL_ADDON_POST_REN,HOME_EM_ADDON_PRE_REN,HOME_EM_ADDON_POST_REN,GARDEN_ADDON_PRE_REN,GARDEN_ADDON_POST_REN,KEYCARE_ADDON_PRE_REN,KEYCARE_ADDON_POST_REN,HP1_ADDON_PRE_REN,HP1_ADDON_POST_REN,HP2_ADDON_PRE_REN,HP2_ADDON_POST_REN,HP3_ADDON_PRE_REN,HP3_ADDON_POST_REN,MTA_FLAG,MTA_FAP,MTA_APRP,LAST_ANN_PREM_GROSS,POL_STATUS,P1_AGE,PROP_AGE,DAYS_TO_BIND,DAYS_SINCE_MTA,HAS_ADJUSTED,HAS_MTA,IS_STANDARD_OCCUPANCY,HAS_PT_EMP,MAR_STATUS_Couple,MAR_STATUS_Solo,QUOTE_MONTH,QUOTE_WEEKDAY,EMP_STATUS_Carer,EMP_STATUS_Disabled,EMP_STATUS_Employed,EMP_STATUS_Houseperson,EMP_STATUS_None,EMP_STATUS_Other,EMP_STATUS_Student,EMP_STATUS_Unemployed,EMP_STATUS_Voluntary
0,0,0,1,9.0,1000000.0,6.0,1,2.0,50000.0,6.0,1,1,3000.0,12.73,0.0,0,0,0,1,3.0,11.0,15.0,1,3.0,0.0,1,3.0,0.0,1.0,0,1,0,1946.0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,215.84,215.84,215.84,0,57,61.0,0,-1.0,0,0,1,0,1,0,2,1,0,0,1,0,0,0,0,0,0
0,0,0,1,9.0,1000000.0,6.0,1,2.0,50000.0,6.0,1,1,0.0,0.0,17.07,0,1,0,1,2.0,11.0,15.0,1,3.0,0.0,1,3.0,0.0,1.0,0,1,0,1946.0,1,1.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,215.1,0.0,215.1,0,52,59.0,0,-1.0,0,0,1,0,1,0,1,5,0,0,1,0,0,0,0,0,0
0,0,0,1,21.0,1000000.0,8.0,1,9.0,50000.0,8.0,1,1,0.0,0.0,22.17,0,0,0,1,3.0,11.0,15.0,1,3.0,0.0,0,8.0,0.0,19.0,0,1,0,1946.0,1,1.0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0.0,211.03,0,62,64.0,0,-1.0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0
1,0,0,1,15.0,1000000.0,6.0,1,11.0,50000.0,4.0,1,1,0.0,0.0,0.0,0,0,0,0,3.0,11.0,15.0,1,3.0,0.0,0,8.0,0.0,1.0,0,0,0,1980.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,148.1,0,56,30.0,0,-1.0,0,0,1,0,0,1,1,4,0,0,1,0,0,0,0,0,0
0,0,0,0,12.5,0.0,0.0,1,19.0,50000.0,6.0,0,1,0.0,0.0,0.0,0,0,0,0,1.0,2.0,15.0,1,3.0,30.0,0,18.0,0.0,47.0,0,0,0,1960.0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,105.74,1,60,51.0,60,-1.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0
0,0,0,1,5.0,1000000.0,6.0,1,3.0,50000.0,6.0,1,1,0.0,0.0,12.45,0,1,0,0,3.0,11.0,15.0,1,3.0,0.0,0,8.0,0.0,18.0,0,0,0,1960.0,0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,129.74,1,56,50.0,11,-1.0,0,0,1,0,0,1,11,0,0,0,1,0,0,0,0,0,0
0,1,1,1,4.0,1000000.0,6.0,1,5.0,50000.0,6.0,1,1,0.0,0.0,23.21,0,0,0,1,3.0,11.0,15.0,0,3.0,0.0,0,8.0,0.0,10.0,0,1,0,1920.0,1,1.0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,243.92,1,61,90.0,23,-1.0,0,0,1,0,1,0,11,0,0,0,0,0,0,0,1,0,0
0,0,0,1,13.0,1000000.0,5.0,1,5.0,50000.0,5.0,1,1,600.0,26.55,0.0,0,1,0,1,4.0,11.0,15.0,1,3.0,30.0,0,8.0,0.0,10.0,0,1,0,1946.0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,403.08,0,51,64.0,0,-1.0,0,0,1,0,1,0,12,5,0,0,0,0,0,0,0,1,0
0,0,0,1,6.0,1000000.0,6.0,1,2.0,50000.0,6.0,1,1,300.0,2.29,0.0,0,1,1,1,3.0,11.0,15.0,1,3.0,0.0,0,3.0,0.0,2.0,0,1,0,1900.0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,287.22,287.22,287.22,0,41,103.0,0,-1.0,0,0,1,0,1,0,12,4,0,0,1,0,0,0,0,0,0
0,0,0,1,9.0,1000000.0,6.0,1,6.0,50000.0,6.0,1,1,0.0,0.0,0.0,0,0,1,1,2.0,11.0,15.0,1,3.0,0.0,0,3.0,0.0,1.0,0,1,0,1920.0,1,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,223.18,223.18,223.18,0,60,87.0,0,-1.0,0,0,1,0,0,1,2,3,0,0,1,0,0,0,0,0,0
0,0,0,1,16.0,1000000.0,6.0,1,9.0,50000.0,6.0,1,1,0.0,0.0,0.0,0,1,0,0,3.0,11.0,15.0,1,3.0,0.0,0,3.0,0.0,10.0,0,0,0,1920.0,1,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,416.35,416.35,416.35,1,47,84.0,0,-1.0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0
0,0,0,1,10.0,1000000.0,6.0,1,3.0,50000.0,6.0,1,1,0.0,0.0,0.0,0,0,0,0,4.0,11.0,15.0,1,3.0,0.0,0,8.0,0.0,10.0,0,0,0,1900.0,0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,350.15,0,55,106.0,0,-1.0,0,0,1,0,1,0,1,6,0,0,1,0,0,0,0,0,0
0,0,0,0,10.0,0.0,0.0,1,7.0,50000.0,6.0,0,1,0.0,0.0,0.0,0,1,0,1,2.0,11.0,15.0,1,3.0,0.0,0,3.0,0.0,7.0,0,1,0,1920.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,53.69,1,57,90.0,0,-1.0,0,0,1,0,0,1,1,5,0,0,0,0,1,0,0,0,0
0,0,0,0,12.0,0.0,0.0,1,2.0,50000.0,7.0,0,1,0.0,0.0,13.83,0,0,0,0,2.0,11.0,15.0,1,3.0,30.0,0,3.0,0.0,48.0,0,0,0,1980.0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,76.36,0,56,30.0,18,-1.0,0,0,1,0,0,1,1,3,0,0,1,0,0,0,0,0,0
0,0,0,1,7.0,1000000.0,7.0,1,3.0,50000.0,7.0,1,1,2000.0,11.85,12.45,0,1,0,1,3.0,11.0,15.0,1,3.0,30.0,0,3.0,0.0,19.0,0,1,0,1946.0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,207.7,0,51,64.0,4,-1.0,0,0,1,0,0,1,1,3,0,0,1,0,0,0,0,0,0
1,0,0,0,10.0,0.0,0.0,1,10.0,50000.0,4.0,0,1,0.0,0.0,0.0,0,1,0,1,2.0,11.0,15.0,1,3.0,30.0,1,8.0,0.0,4.0,0,1,0,1960.0,1,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0.0,54.44,0,55,50.0,41,-1.0,0,0,1,0,0,1,1,5,0,0,1,0,0,0,0,0,0
0,0,0,0,10.0,0.0,0.0,1,6.0,50000.0,6.0,0,1,0.0,0.0,0.0,0,1,0,0,3.0,11.0,15.0,1,3.0,30.0,0,12.0,0.0,10.0,0,1,0,1946.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,41.41,0,60,64.0,17,-1.0,0,0,1,0,0,1,11,4,0,0,1,0,0,0,0,0,0
0,0,0,1,31.0,1000000.0,6.0,1,28.0,50000.0,6.0,1,1,0.0,0.0,27.41,0,1,0,1,2.0,11.0,15.0,0,3.0,30.0,0,3.0,0.0,19.0,0,1,0,1870.0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,378.75,1,44,141.0,49,-1.0,0,0,1,0,1,0,11,1,0,0,1,0,0,0,0,0,0
0,0,0,1,11.0,1000000.0,4.0,1,13.0,50000.0,1.0,1,1,0.0,0.0,22.1,0,0,0,1,3.0,11.0,15.0,1,3.0,0.0,0,3.0,0.0,2.0,0,0,0,1980.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,328.6,1,42,30.0,12,-1.0,0,0,1,0,0,1,11,4,0,0,1,0,0,0,0,0,0
0,0,0,1,10.0,1000000.0,6.0,1,5.0,50000.0,6.0,1,1,0.0,0.0,14.86,0,0,0,1,3.0,11.0,15.0,1,3.0,0.0,0,8.0,0.0,10.0,0,1,0,1900.0,0,1.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,268.45,0,68,104.0,0,-1.0,0,0,1,0,1,0,1,3,0,0,0,0,0,0,1,0,0
1,0,0,1,17.0,1000000.0,3.0,1,4.0,50000.0,3.0,1,1,240.0,5.5,44.07,0,1,0,1,4.0,11.0,15.0,1,3.0,0.0,0,3.0,0.0,1.0,0,1,0,1980.0,1,1.0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0.0,0.0,433.71,1,51,27.0,0,-1.0,0,0,1,0,0,0,1,4,0,0,1,0,0,0,0,0,0
0,0,0,1,9.0,1000000.0,6.0,1,5.0,50000.0,6.0,1,1,0.0,0.0,0.0,0,1,1,1,4.0,11.0,15.0,1,3.0,0.0,0,3.0,0.0,2.0,0,1,0,1980.0,1,1.0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,232.58,1,50,24.0,0,-1.0,0,0,1,0,1,0,12,1,0,0,1,0,0,0,0,0,0
0,0,0,0,10.0,0.0,0.0,1,8.0,50000.0,6.0,0,1,0.0,0.0,0.0,0,1,0,1,1.0,11.0,15.0,1,3.0,0.0,0,8.0,0.0,25.0,0,1,0,1946.0,0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,54.44,0,65,59.0,0,-1.0,0,0,1,0,1,0,2,1,0,0,1,0,0,0,0,0,0
0,0,0,1,1.0,1000000.0,6.0,0,6.0,0.0,0.0,1,0,0.0,0.0,0.0,0,0,0,1,4.0,11.0,15.0,1,3.0,0.0,0,3.0,0.0,2.0,0,1,0,1980.0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,124.39,0,54,24.0,0,-1.0,0,0,1,0,1,0,12,3,0,0,1,0,0,0,0,0,0
0,0,0,0,10.0,0.0,0.0,1,16.0,50000.0,6.0,0,1,0.0,0.0,0.0,0,1,0,1,2.0,11.0,15.0,1,3.0,0.0,0,8.0,0.0,19.0,0,1,0,1920.0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,169.38,0,41,85.0,0,-1.0,0,0,1,0,1,0,12,4,0,0,1,0,0,0,0,0,0
0,0,0,1,8.0,1000000.0,6.0,1,2.0,50000.0,6.0,1,1,0.0,0.0,0.0,0,1,0,0,2.0,11.0,15.0,1,3.0,0.0,1,8.0,0.0,2.0,0,1,0,1920.0,1,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,168.22,0,60,85.0,0,-1.0,0,0,1,0,1,0,12,0,0,0,1,0,0,0,0,0,0
1,0,0,1,33.0,1000000.0,3.0,1,23.0,50000.0,3.0,1,1,0.0,0.0,28.09,0,1,0,1,3.0,11.0,15.0,1,3.0,0.0,0,8.0,0.0,10.0,0,1,0,1920.0,1,1.0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,439.78,0.0,439.78,0,50,85.0,0,-1.0,0,0,1,0,1,0,1,4,0,0,1,0,0,0,0,0,0
0,0,0,0,10.0,0.0,0.0,1,19.0,50000.0,6.0,0,1,1500.0,26.54,0.0,0,1,0,1,1.0,11.0,15.0,1,3.0,0.0,0,8.0,0.0,7.0,0,1,0,1900.0,1,1.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,178.43,0,48,104.0,0,-1.0,0,0,1,0,1,0,3,0,0,0,1,0,0,0,0,0,0
0,0,0,1,4.0,1000000.0,7.0,1,5.0,50000.0,7.0,1,1,0.0,0.0,0.0,0,1,0,1,3.0,11.0,15.0,1,3.0,30.0,1,3.0,0.0,2.0,0,1,0,1920.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,237.74,237.74,237.74,1,63,90.0,37,-1.0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0
0,0,0,1,4.0,1000000.0,7.0,1,5.0,50000.0,7.0,1,1,0.0,0.0,16.67,0,1,0,0,3.0,11.0,15.0,1,3.0,0.0,0,3.0,0.0,2.0,0,0,0,2000.0,0,1.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,225.17,1,48,10.0,0,-1.0,0,0,1,0,1,0,1,3,0,0,0,0,0,0,0,1,0
0,0,0,1,9.0,1000000.0,7.0,1,15.0,50000.0,7.0,1,1,0.0,0.0,22.17,0,0,0,0,3.0,11.0,15.0,1,3.0,0.0,1,3.0,0.0,10.0,0,1,0,1946.0,1,1.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,255.88,0,54,64.0,0,-1.0,0,0,1,0,0,0,1,3,0,0,1,0,0,0,0,0,0
1,0,0,1,15.0,1000000.0,3.0,1,5.0,50000.0,7.0,1,1,0.0,0.0,0.0,0,0,0,0,3.0,11.0,15.0,1,3.0,30.0,0,3.0,0.0,19.0,0,0,0,1960.0,1,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,297.44,1,50,50.0,10,-1.0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,1,0,0
0,0,0,0,10.0,0.0,0.0,1,14.0,50000.0,5.0,0,1,0.0,0.0,0.0,0,0,0,0,1.0,11.0,15.0,1,3.0,30.0,0,18.0,0.0,7.0,0,0,0,1960.0,1,1.0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0.0,51.94,0,68,50.0,0,-1.0,0,0,1,1,0,1,1,2,0,0,0,0,0,0,1,0,0
0,0,0,1,0.0,1000000.0,6.0,1,0.0,50000.0,6.0,1,1,0.0,0.0,0.0,0,1,0,0,2.0,11.0,15.0,1,3.0,0.0,1,8.0,0.0,10.0,0,1,0,1900.0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,201.52,0,64,110.0,0,-1.0,0,0,1,0,0,0,12,4,0,0,1,0,0,0,0,0,0
0,0,0,1,9.0,1000000.0,6.0,1,6.0,50000.0,6.0,1,1,0.0,0.0,0.0,0,0,0,1,4.0,11.0,15.0,1,3.0,30.0,0,3.0,0.0,10.0,1,1,0,1960.0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,197.75,1,64,50.0,17,-1.0,0,0,1,0,1,0,11,5,0,0,0,0,0,0,1,0,0
0,0,0,1,18.0,1000000.0,6.0,1,20.0,50000.0,6.0,1,1,0.0,0.0,0.0,0,0,0,1,2.0,11.0,15.0,0,3.0,30.0,1,8.0,0.0,10.0,0,1,0,1920.0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,300.0,0,56,90.0,17,-1.0,0,0,1,0,1,0,11,0,0,0,1,0,0,0,0,0,0
0,0,0,1,7.0,1000000.0,6.0,1,6.0,50000.0,6.0,1,1,330.0,9.62,14.86,0,0,0,1,3.0,11.0,15.0,1,3.0,0.0,1,3.0,0.0,1.0,0,1,0,1946.0,1,1.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,323.01,0.0,323.01,0,45,57.0,0,-1.0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0
0,0,0,1,5.0,1000000.0,6.0,1,2.0,50000.0,6.0,1,1,0.0,0.0,0.0,0,0,0,1,3.0,11.0,15.0,1,3.0,0.0,0,3.0,0.0,19.0,0,1,0,1946.0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,151.19,151.19,151.19,1,58,61.0,0,-1.0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0
0,0,0,1,3.0,1000000.0,6.0,1,10.0,50000.0,6.0,1,1,0.0,0.0,15.86,0,0,0,1,3.0,11.0,15.0,1,3.0,0.0,0,8.0,0.0,10.0,0,1,0,1920.0,1,1.0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,266.74,0,57,86.0,0,-1.0,0,0,1,0,1,0,3,2,0,0,1,0,0,0,0,0,0
0,0,0,1,24.0,1000000.0,6.0,1,10.0,50000.0,6.0,1,1,0.0,0.0,0.0,0,0,0,0,1.0,11.0,15.0,1,3.0,0.0,0,8.0,0.0,7.0,0,0,0,1900.0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,154.84,0,63,105.0,0,-1.0,0,0,1,0,1,0,11,2,0,0,1,0,0,0,0,0,0
0,0,0,0,10.0,0.0,0.0,1,7.0,50000.0,5.0,0,1,0.0,0.0,0.0,0,0,0,1,3.0,11.0,15.0,1,3.0,30.0,0,3.0,0.0,19.0,0,1,0,1870.0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,55.51,0,53,140.0,13,-1.0,0,0,1,0,0,1,1,4,0,0,0,0,1,0,0,0,0
0,0,0,1,13.0,1000000.0,7.0,1,10.0,50000.0,7.0,1,1,0.0,0.0,0.0,0,0,0,1,1.0,11.0,15.0,1,3.0,30.0,0,8.0,0.0,18.0,0,1,0,1900.0,0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,190.56,0,50,110.0,15,-1.0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0
0,0,0,1,16.0,1000000.0,1.0,1,9.0,50000.0,6.0,1,1,0.0,0.0,13.34,0,0,0,1,3.0,11.0,15.0,1,3.0,30.0,1,8.0,0.0,2.0,0,1,0,1920.0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,59.91,1,62,90.0,21,-1.0,0,0,1,0,1,0,11,2,0,0,1,0,0,0,0,0,0
1,0,0,1,8.0,1000000.0,6.0,1,10.0,50000.0,3.0,1,1,0.0,0.0,28.23,0,0,0,1,4.0,11.0,15.0,1,3.0,30.0,0,3.0,0.0,2.0,0,1,0,2000.0,0,1.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,222.0,0,60,10.0,0,-1.0,0,0,1,0,1,0,11,5,0,0,0,0,0,0,1,0,0
0,0,0,1,31.0,1000000.0,4.0,1,16.0,50000.0,7.0,1,1,0.0,0.0,0.0,0,1,0,1,2.0,11.0,15.0,1,3.0,0.0,0,8.0,0.0,9.0,0,1,0,1960.0,0,1.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,123.93,0,64,50.0,0,-1.0,0,0,1,0,1,0,12,2,0,0,0,1,0,0,0,0,0
0,0,0,1,9.0,1000000.0,6.0,1,10.0,50000.0,6.0,1,1,0.0,0.0,0.0,0,0,0,0,4.0,11.0,15.0,1,3.0,30.0,1,8.0,0.0,10.0,0,1,0,1960.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,188.35,0,59,50.0,13,-1.0,0,0,1,0,1,0,11,0,0,0,1,0,0,0,0,0,0
0,0,0,1,13.0,1000000.0,6.0,1,10.0,50000.0,6.0,1,1,0.0,0.0,0.0,0,0,1,1,3.0,11.0,15.0,1,3.0,0.0,0,8.0,0.0,10.0,0,1,0,1920.0,0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,334.93,1,57,86.0,0,-1.0,0,0,1,0,1,0,12,4,0,0,1,0,0,0,0,0,0
0,0,0,0,8.0,0.0,0.0,1,11.0,50000.0,6.0,0,1,0.0,0.0,0.0,0,0,0,1,4.0,11.0,15.0,1,3.0,0.0,0,3.0,0.0,2.0,0,1,0,1980.0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,133.73,0,41,26.0,0,-1.0,0,0,1,0,1,0,12,4,0,0,1,0,0,0,0,0,0
1,0,0,1,6.0,1000000.0,3.0,1,5.0,50000.0,3.0,1,1,0.0,0.0,31.75,0,1,0,1,4.0,11.0,15.0,1,3.0,0.0,1,8.0,0.0,10.0,0,1,0,1946.0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,513.47,1,40,60.0,0,-1.0,0,0,1,0,1,0,2,6,0,0,1,0,0,0,0,0,0
1,0,0,1,10.0,1000000.0,3.0,1,2.0,50000.0,3.0,1,1,0.0,0.0,17.51,0,1,0,1,3.0,11.0,15.0,1,3.0,0.0,0,8.0,0.0,19.0,0,1,0,1900.0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,327.03,1,56,105.0,0,-1.0,0,0,1,0,1,0,1,5,0,0,1,0,0,0,0,0,0
0,0,0,1,10.0,1000000.0,6.0,1,4.0,50000.0,6.0,1,1,0.0,0.0,0.0,0,1,0,1,3.0,11.0,15.0,1,3.0,0.0,0,3.0,0.0,19.0,0,1,0,1946.0,1,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,205.07,1,50,59.0,0,-1.0,0,0,1,0,1,0,12,2,0,0,1,0,0,0,0,0,0
0,0,0,0,12.0,0.0,0.0,1,9.0,50000.0,7.0,0,1,0.0,0.0,0.0,0,1,0,1,2.0,11.0,15.0,1,3.0,30.0,0,8.0,0.0,26.0,0,1,0,2000.0,1,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,51.45,51.45,51.45,0,59,9.0,60,-1.0,0,0,1,0,0,1,8,1,0,0,1,0,0,0,0,0,0
0,0,0,1,14.0,1000000.0,5.0,1,14.0,50000.0,5.0,1,1,0.0,0.0,32.8,0,1,0,1,3.0,11.0,15.0,1,3.0,30.0,1,8.0,0.0,10.0,0,1,0,1920.0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,302.66,0,55,89.0,60,-1.0,0,0,1,0,1,0,9,2,0,0,1,0,0,0,0,0,0
0,0,0,1,9.0,1000000.0,7.0,1,19.0,50000.0,7.0,1,1,0.0,0.0,0.0,0,0,0,1,2.0,11.0,15.0,1,3.0,0.0,0,3.0,0.0,19.0,0,1,0,1900.0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,177.65,0,47,110.0,0,-1.0,0,0,1,0,1,0,2,3,0,0,1,0,0,0,0,0,0
0,0,0,0,10.0,0.0,0.0,1,15.0,50000.0,6.0,0,1,0.0,0.0,30.46,0,1,0,1,2.0,11.0,15.0,1,3.0,0.0,0,13.0,0.0,18.0,0,1,0,1920.0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,182.94,182.94,182.94,0,43,90.0,0,-1.0,0,0,1,0,0,1,2,4,0,0,0,1,0,0,0,0,0
0,0,0,0,10.0,0.0,0.0,1,2.0,50000.0,6.0,0,1,0.0,0.0,0.0,0,1,0,1,2.0,11.0,15.0,1,3.0,0.0,0,8.0,0.0,18.0,0,1,0,1960.0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,47.63,1,56,50.0,0,-1.0,0,0,1,0,0,1,3,0,0,0,1,0,0,0,0,0,0
0,0,0,1,9.0,1000000.0,7.0,1,10.0,50000.0,7.0,1,1,0.0,0.0,0.0,0,0,0,1,4.0,11.0,15.0,1,3.0,30.0,0,3.0,0.0,10.0,0,1,0,1946.0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,170.08,170.08,170.08,0,61,64.0,18,39.0,1,1,1,0,0,1,2,3,0,0,1,0,0,0,0,0,0
0,0,0,1,7.0,1000000.0,6.0,1,7.0,50000.0,6.0,1,1,0.0,0.0,0.0,0,0,0,0,2.0,11.0,15.0,1,3.0,30.0,0,3.0,0.0,48.0,0,0,0,1960.0,1,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,128.26,0.0,128.26,1,76,50.0,5,-1.0,0,0,1,0,1,0,11,1,0,0,1,0,0,0,0,0,0
0,0,0,1,14.0,1000000.0,6.0,1,17.0,50000.0,6.0,1,1,0.0,0.0,27.41,0,0,0,0,3.0,11.0,15.0,1,3.0,30.0,0,3.0,0.0,10.0,0,0,0,1920.0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,203.29,0,68,91.0,60,-1.0,0,0,1,0,1,0,12,2,0,0,1,0,0,0,0,0,0
0,0,0,1,0.0,1000000.0,6.0,1,0.0,50000.0,6.0,1,1,2300.0,10.82,0.0,0,0,0,1,4.0,11.0,15.0,1,3.0,0.0,1,8.0,0.0,2.0,0,1,0,1980.0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,222.41,1,67,27.0,0,-1.0,0,0,1,0,1,0,2,6,0,0,0,0,0,0,1,0,0
0,0,0,1,24.0,1000000.0,6.0,1,15.0,50000.0,6.0,1,1,0.0,0.0,0.0,0,0,0,1,3.0,11.0,15.0,1,3.0,0.0,0,8.0,0.0,10.0,0,1,0,1946.0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,207.38,0,55,59.0,0,-1.0,0,0,1,0,0,0,12,6,0,0,1,0,0,0,0,0,0
1,0,0,1,10.0,1000000.0,3.0,1,3.0,50000.0,3.0,1,1,0.0,0.0,0.0,0,0,0,1,3.0,11.0,15.0,1,3.0,0.0,0,8.0,0.0,1.0,0,1,0,1946.0,1,1.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,267.3,0.0,267.3,0,52,57.0,0,-1.0,0,0,1,0,1,0,12,0,0,0,1,0,0,0,0,0,0
1,1,1,1,17.0,1000000.0,7.0,1,13.0,50000.0,2.0,1,1,0.0,0.0,0.0,0,1,0,0,4.0,11.0,15.0,1,3.0,30.0,0,8.0,0.0,2.0,0,0,0,1920.0,0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,265.25,0,54,89.0,34,-1.0,0,0,1,0,1,0,10,3,0,0,1,0,0,0,0,0,0
