CLAIM3YEARS,BUS_USE,CLERICAL,AD_BUILDINGS,RISK_RATED_AREA_B,SUM_INSURED_BUILDINGS,NCD_GRANTED_YEARS_B,AD_CONTENTS,RISK_RATED_AREA_C,SUM_INSURED_CONTENTS,NCD_GRANTED_YEARS_C,CONTENTS_COVER,BUILDINGS_COVER,SPEC_SUM_INSURED,SPEC_ITEM_PREM,UNSPEC_HRP_PREM,P1_POLICY_REFUSED,P1_SEX,APPR_ALARM,APPR_LOCKS,BEDROOMS,ROOF_CONSTRUCTION,WALL_CONSTRUCTION,FLOODING,LISTED,MAX_DAYS_UNOCC,NEIGH_WATCH,OWNERSHIP_TYPE,PAYING_GUESTS,PROP_TYPE,SAFE_INSTALLED,SEC_DISC_REQ,SUBSIDENCE,YEARBUILT,PAYMENT_METHOD,PAYMENT_FREQUENCY,LEGAL_ADDON_PRE_REN,LEGAL_ADDON_POST_REN,HOME_EM_ADDON_PRE_REN,HOME_EM_ADDON_POST_REN,GARDEN_ADDON_PRE_REN,GARDEN_ADDON_POST_REN,KEYCARE_ADDON_PRE_REN,KEYCARE_ADDON_POST_REN,HP1_ADDON_PRE_REN,HP1_ADDON_POST_REN,HP2_ADDON_PRE_REN,HP2_ADDON_POST_REN,HP3_ADDON_PRE_REN,HP3_ADDON_POST_REN,MTA_FLAG,MTA_FAP,MTA_APRP,LAST_ANN_PREM_GROSS,POL_STATUS,P1_AGE,PROP_AGE,DAYS_TO_BIND,DAYS_SINCE_MTA,HAS_ADJUSTED,HAS_MTA,IS_STANDARD_OCCUPANCY,HAS_PT_EMP,MAR_STATUS_Couple,MAR_STATUS_Solo,QUOTE_MONTH,QUOTE_WEEKDAY,EMP_STATUS_Carer,EMP_STATUS_Disabled,EMP_STATUS_Employed,EMP_STATUS_Houseperson,EMP_STATUS_None,EMP_STATUS_Other,EMP_STATUS_Student,EMP_STATUS_Unemployed,EMP_STATUS_Voluntary
0,0,0,1,35.0,1000000.0,7.0,1,23.0,50000.0,7.0,1,1,0.0,0.0,0.0,0,0,0,1,2.0,11.0,15.0,1,3.0,30.0,0,8.0,0.0,9.0,0,1,0,1960.0,0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,214.84,0.0,214.84,1,59,49.0,21,-1.0,0,0,1,0,1,0,10,4,0,0,1,0,0,0,0,0,0
0,0,0,1,12.0,1000000.0,7.0,1,4.0,50000.0,7.0,1,1,2507.0,15.48,14.86,0,0,0,1,4.0,11.0,15.0,1,3.0,0.0,1,8.0,0.0,2.0,0,1,0,1946.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,379.27,379.27,379.27,1,60,55.0,0,-1.0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0
0,0,0,1,3.0,1000000.0,7.0,1,5.0,50000.0,7.0,1,1,0.0,0.0,0.0,0,1,0,0,3.0,11.0,15.0,1,3.0,0.0,0,8.0,0.0,10.0,0,0,0,1900.0,0,1.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,251.32,0,53,103.0,0,-1.0,0,0,1,0,1,0,1,4,0,0,1,0,0,0,0,0,0
0,0,0,1,9.0,1000000.0,6.0,1,2.0,50000.0,6.0,1,1,630.0,18.36,14.86,0,0,0,1,3.0,11.0,15.0,0,3.0,0.0,0,8.0,0.0,9.0,0,1,0,1946.0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,267.08,267.08,267.08,1,58,62.0,7,-1.0,0,0,1,0,1,0,12,1,0,0,0,0,0,0,1,0,0
0,0,0,1,3.0,1000000.0,9.0,1,20.0,50000.0,9.0,1,1,0.0,0.0,27.26,0,0,0,1,3.0,11.0,15.0,1,3.0,0.0,0,3.0,0.0,9.0,0,0,0,1960.0,0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,282.28,0.0,282.28,0,56,49.0,0,-1.0,0,0,1,0,1,0,1,3,0,0,1,0,0,0,0,0,0
0,0,0,1,3.0,1000000.0,7.0,1,2.0,50000.0,7.0,1,1,0.0,0.0,0.0,0,0,0,0,3.0,11.0,15.0,1,3.0,0.0,0,8.0,0.0,10.0,0,0,0,1960.0,0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,141.63,0,54,48.0,4,-1.0,0,0,1,0,1,0,12,0,0,0,1,0,0,0,0,0,0
0,0,0,1,7.0,1000000.0,6.0,1,4.0,50000.0,6.0,1,1,0.0,0.0,0.0,0,0,0,1,3.0,11.0,15.0,1,3.0,0.0,0,8.0,0.0,2.0,0,1,0,1946.0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,228.11,0,59,63.0,26,-1.0,0,0,1,0,1,0,12,0,0,0,1,0,0,0,0,0,0
0,0,0,1,3.0,1000000.0,6.0,1,14.0,50000.0,6.0,1,1,0.0,0.0,0.0,0,0,0,1,3.0,11.0,15.0,1,3.0,0.0,0,8.0,0.0,2.0,0,1,0,1980.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154.9,0.0,154.9,1,51,26.0,0,-1.0,0,0,1,0,1,0,12,5,0,0,1,0,0,0,0,0,0
0,0,0,1,7.0,1000000.0,6.0,1,4.0,50000.0,6.0,1,1,0.0,0.0,0.0,0,0,0,0,4.0,11.0,15.0,1,3.0,0.0,0,8.0,0.0,10.0,0,0,0,1900.0,0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,295.72,0,56,105.0,0,-1.0,0,0,1,0,1,0,1,5,0,0,1,0,0,0,0,0,0
0,0,0,0,10.0,0.0,0.0,1,3.0,50000.0,6.0,0,1,0.0,0.0,0.0,0,1,1,1,3.0,11.0,15.0,1,3.0,0.0,0,8.0,0.0,10.0,0,1,0,1946.0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,106.01,106.01,106.01,0,49,60.0,0,-1.0,0,0,1,0,0,1,2,2,0,0,1,0,0,0,0,0,0
0,0,0,1,5.0,1000000.0,6.0,1,6.0,50000.0,6.0,1,1,0.0,0.0,0.0,0,0,0,1,4.0,11.0,15.0,1,3.0,0.0,0,8.0,0.0,2.0,0,1,0,1980.0,0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,240.08,1,57,29.0,0,-1.0,0,0,1,0,1,0,11,6,0,0,1,0,0,0,0,0,0
0,0,0,1,20.0,1000000.0,7.0,1,14.0,50000.0,7.0,1,1,1600.0,15.63,0.0,0,1,0,0,3.0,11.0,15.0,1,3.0,0.0,0,8.0,0.0,19.0,0,0,0,1960.0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,231.05,231.05,231.05,0,55,49.0,0,-1.0,0,0,1,0,0,1,11,4,0,0,1,0,0,0,0,0,0
0,0,0,1,18.0,1000000.0,7.0,1,17.0,50000.0,7.0,1,1,0.0,0.0,22.17,0,0,0,0,3.0,11.0,15.0,1,3.0,0.0,0,3.0,0.0,2.0,0,0,0,1960.0,0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,233.24,233.24,233.24,1,59,49.0,12,-1.0,0,0,1,0,1,0,10,4,0,0,0,0,0,0,1,0,0
1,0,0,1,17.0,1000000.0,7.0,1,13.0,50000.0,3.0,1,1,0.0,0.0,0.0,0,1,0,1,3.0,11.0,15.0,1,3.0,0.0,0,8.0,0.0,10.0,0,1,0,1946.0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,258.5,1,49,63.0,0,-1.0,0,0,1,0,0,0,11,6,0,0,1,0,0,0,0,0,0
0,0,0,1,7.0,1000000.0,7.0,1,11.0,50000.0,7.0,1,1,0.0,0.0,0.0,0,0,0,0,3.0,11.0,15.0,1,3.0,30.0,0,8.0,0.0,10.0,0,1,0,1920.0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,215.65,0,51,89.0,29,-1.0,0,0,1,0,1,0,11,1,0,0,0,0,0,0,0,1,0
0,0,0,1,3.0,1000000.0,8.0,1,10.0,50000.0,6.0,1,1,0.0,0.0,0.0,0,1,0,1,3.0,11.0,15.0,1,3.0,0.0,1,3.0,0.0,2.0,0,1,0,1960.0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,183.84,183.84,183.84,1,49,49.0,47,-1.0,0,0,1,0,1,0,12,2,0,0,1,0,0,0,0,0,0
1,1,1,1,13.0,1000000.0,6.0,1,20.0,50000.0,4.0,1,1,950.0,27.69,27.26,0,0,0,0,3.0,11.0,15.0,1,3.0,0.0,0,3.0,0.0,10.0,0,1,0,1920.0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,439.03,0,51,89.0,34,-1.0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0,1,10.0,1000000.0,6.0,1,11.0,50000.0,6.0,1,1,0.0,0.0,0.0,0,0,0,0,2.0,11.0,15.0,1,3.0,0.0,0,3.0,0.0,9.0,0,0,0,1946.0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,191.21,0,53,63.0,25,-1.0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
0,0,0,0,10.0,0.0,0.0,1,6.0,50000.0,6.0,0,1,0.0,0.0,0.0,0,1,0,0,2.0,11.0,15.0,1,3.0,0.0,0,12.0,0.0,19.0,0,0,0,1946.0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,93.78,1,38,63.0,0,-1.0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0
0,0,0,0,10.0,0.0,0.0,1,15.0,50000.0,6.0,0,1,2500.0,20.1,0.0,0,0,0,1,2.0,11.0,15.0,1,3.0,0.0,0,14.0,0.0,4.0,0,1,0,1980.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,95.35,95.35,95.35,1,50,29.0,3,-1.0,0,0,1,0,0,1,1,2,0,0,1,0,0,0,0,0,0
0,0,0,0,10.0,0.0,0.0,1,9.0,50000.0,2.0,0,1,0.0,0.0,0.0,0,1,0,1,1.0,11.0,15.0,1,3.0,30.0,0,18.0,0.0,10.0,0,1,0,1980.0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,51.45,0,51,29.0,1,-1.0,0,0,1,0,0,1,11,4,0,0,1,0,0,0,0,0,0
0,0,0,0,10.0,0.0,0.0,1,2.0,50000.0,7.0,0,1,0.0,0.0,0.0,0,1,0,0,3.0,11.0,15.0,1,3.0,30.0,0,3.0,0.0,10.0,0,0,0,1960.0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,52.13,0,63,49.0,22,-1.0,0,0,1,0,0,1,11,0,0,0,1,0,0,0,0,0,0
0,0,0,1,16.0,1000000.0,7.0,0,8.0,0.0,0.0,1,0,0.0,0.0,0.0,0,0,0,0,3.0,11.0,15.0,1,3.0,30.0,0,3.0,0.0,19.0,0,0,0,1920.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,198.86,0,52,89.0,43,-1.0,0,0,1,0,0,1,11,0,0,0,1,0,0,0,0,0,0
0,0,0,0,8.0,0.0,0.0,1,25.0,50000.0,6.0,0,1,0.0,0.0,30.46,0,0,0,1,4.0,11.0,15.0,1,3.0,0.0,1,8.0,0.0,2.0,0,1,0,1920.0,0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,158.66,0,52,89.0,0,-1.0,0,0,1,0,0,0,11,2,0,0,1,0,0,0,0,0,0
0,0,0,0,10.0,0.0,0.0,1,6.0,50000.0,9.0,0,1,3050.0,21.59,0.0,0,1,0,0,3.0,11.0,15.0,1,3.0,0.0,0,14.0,0.0,10.0,0,0,0,1960.0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,128.38,128.38,128.38,0,54,49.0,1,-1.0,0,0,1,0,1,0,1,3,0,0,0,1,0,0,0,0,0
0,1,1,1,10.0,1000000.0,6.0,1,2.0,50000.0,4.0,1,1,0.0,0.0,0.0,0,0,0,0,2.0,11.0,15.0,1,3.0,0.0,0,8.0,0.0,18.0,0,0,0,1870.0,1,1.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,208.6,0.0,208.6,1,66,139.0,9,-1.0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0,1,0.0,1000000.0,6.0,1,0.0,50000.0,6.0,1,1,0.0,0.0,0.0,0,0,0,1,4.0,11.0,15.0,1,3.0,0.0,0,8.0,0.0,10.0,0,1,0,1980.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,182.35,0,62,31.0,60,-1.0,0,0,1,0,1,0,1,2,0,0,1,0,0,0,0,0,0
0,0,0,0,10.0,0.0,0.0,1,10.0,50000.0,6.0,0,1,0.0,0.0,0.0,0,1,0,0,1.0,11.0,15.0,1,3.0,0.0,1,8.0,0.0,25.0,0,1,0,1980.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,54.23,0,68,26.0,0,-1.0,0,0,1,0,1,0,1,6,0,0,1,0,0,0,0,0,0
1,0,0,1,0.0,1000000.0,6.0,1,0.0,50000.0,1.0,1,1,0.0,0.0,0.0,0,1,1,1,4.0,11.0,15.0,1,3.0,0.0,0,3.0,0.0,19.0,0,1,0,1920.0,1,1.0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,380.74,380.74,380.74,0,70,89.0,0,-1.0,0,0,1,0,0,1,11,6,0,0,1,0,0,0,0,0,0
0,0,0,1,21.0,1000000.0,6.0,1,24.0,50000.0,6.0,1,1,7300.0,24.35,25.6,0,1,0,1,3.0,11.0,15.0,1,3.0,0.0,0,8.0,0.0,2.0,0,1,0,1960.0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,301.59,0,55,49.0,9,-1.0,0,0,1,0,1,0,1,4,0,0,1,0,0,0,0,0,0
0,0,0,1,10.0,1000000.0,9.0,1,10.0,50000.0,9.0,1,1,0.0,0.0,0.0,0,0,0,0,3.0,11.0,15.0,1,3.0,0.0,0,3.0,0.0,10.0,0,0,0,1960.0,0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,239.9,1,60,49.0,8,-1.0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0,0,10.0,0.0,0.0,1,11.0,50000.0,7.0,0,1,0.0,0.0,0.0,0,1,0,0,1.0,11.0,15.0,1,3.0,0.0,0,14.0,0.0,25.0,0,0,0,1870.0,0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,54.44,0,55,140.0,60,-1.0,0,0,1,0,0,1,1,3,0,0,0,0,0,0,0,1,0
0,0,0,1,9.0,1000000.0,6.0,1,2.0,50000.0,6.0,1,1,0.0,0.0,0.0,0,0,0,1,3.0,11.0,15.0,1,3.0,0.0,0,8.0,0.0,18.0,0,1,0,1900.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,250.79,0,56,109.0,22,-1.0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0
0,0,0,1,10.0,1000000.0,6.0,1,10.0,50000.0,6.0,1,1,0.0,0.0,0.0,0,0,0,1,3.0,11.0,15.0,1,3.0,0.0,0,8.0,0.0,18.0,0,1,0,1946.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,261.88,0,46,63.0,24,-1.0,0,0,1,0,1,0,2,1,0,0,1,0,0,0,0,0,0
0,0,0,1,10.0,1000000.0,6.0,0,8.0,0.0,0.0,1,0,0.0,0.0,0.0,0,0,0,1,2.0,11.0,15.0,1,3.0,0.0,0,8.0,0.0,10.0,0,1,0,1900.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,250.9,0,61,108.0,0,-1.0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0
0,0,0,0,8.0,0.0,0.0,1,6.0,50000.0,6.0,0,1,0.0,0.0,0.0,0,0,0,0,3.0,11.0,15.0,1,3.0,0.0,0,8.0,0.0,2.0,0,0,0,1980.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,82.31,0,54,26.0,0,-1.0,0,0,1,0,1,0,12,1,0,0,1,0,0,0,0,0,0
0,0,0,0,10.0,0.0,0.0,1,8.0,50000.0,6.0,0,1,0.0,0.0,0.0,0,1,0,0,3.0,11.0,15.0,1,3.0,0.0,0,8.0,0.0,10.0,0,0,0,1920.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,81.63,1,43,87.0,0,-1.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0,0,10.0,0.0,0.0,1,31.0,50000.0,6.0,0,1,200.0,10.42,29.95,0,0,1,1,3.0,11.0,15.0,1,3.0,0.0,0,8.0,0.0,10.0,0,1,0,1920.0,0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,128.26,1,54,85.0,0,-1.0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0
0,0,0,0,10.0,0.0,0.0,1,12.0,50000.0,6.0,0,1,0.0,0.0,0.0,0,1,0,0,2.0,11.0,15.0,1,3.0,0.0,0,8.0,0.0,19.0,0,0,0,1946.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,59.25,0,46,63.0,0,-1.0,0,0,1,0,0,0,11,6,0,0,1,0,0,0,0,0,0
0,0,0,0,10.0,0.0,0.0,1,13.0,50000.0,7.0,0,1,0.0,0.0,0.0,0,1,0,1,3.0,11.0,15.0,1,3.0,30.0,1,14.0,0.0,10.0,0,1,0,1920.0,1,1.0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,54.35,-10.2,54.35,0,57,89.0,36,-1.0,0,0,1,0,0,1,11,1,0,0,1,0,0,0,0,0,0
0,0,0,1,24.0,1000000.0,7.0,1,20.0,50000.0,7.0,1,1,0.0,0.0,0.0,0,0,0,1,3.0,11.0,15.0,1,3.0,30.0,0,8.0,0.0,10.0,0,1,0,1960.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,241.13,1,50,49.0,0,-1.0,0,0,1,0,1,0,11,1,0,0,1,0,0,0,0,0,0
0,0,0,1,34.0,1000000.0,7.0,1,26.0,75000.0,7.0,1,1,0.0,0.0,25.2,0,0,0,1,3.0,11.0,15.0,1,3.0,30.0,0,3.0,0.0,10.0,0,1,0,1960.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,282.09,1,52,49.0,2,-1.0,0,0,1,0,1,0,11,2,0,0,1,0,0,0,0,0,0
0,0,0,1,5.0,1000000.0,6.0,1,1.0,50000.0,6.0,1,1,387.0,2.39,0.0,0,0,0,1,4.0,11.0,15.0,1,3.0,0.0,1,8.0,0.0,2.0,0,1,0,1960.0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,270.15,0,57,49.0,25,-1.0,0,0,1,0,1,0,2,2,0,0,1,0,0,0,0,0,0
0,0,0,1,10.0,1000000.0,6.0,1,5.0,50000.0,6.0,1,1,368.0,1.82,11.89,0,0,0,1,3.0,11.0,15.0,1,3.0,0.0,0,3.0,0.0,1.0,0,1,0,1990.0,0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,205.84,0,56,19.0,19,-1.0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0
0,0,0,1,8.0,1000000.0,6.0,1,2.0,50000.0,6.0,1,1,0.0,0.0,0.0,0,0,0,0,2.0,11.0,15.0,1,3.0,0.0,1,8.0,0.0,1.0,0,1,0,1920.0,1,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,203.2,0.0,203.2,0,67,89.0,16,-1.0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0
0,0,0,1,18.0,1000000.0,6.0,1,21.0,50000.0,6.0,1,1,0.0,0.0,0.0,0,1,1,1,3.0,11.0,15.0,1,3.0,0.0,1,8.0,0.0,2.0,0,1,0,1869.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,297.23,0,58,140.0,9,-1.0,0,0,1,0,0,1,2,4,0,0,1,0,0,0,0,0,0
0,0,0,1,0.0,1000000.0,3.0,1,0.0,50000.0,3.0,1,1,0.0,0.0,0.0,0,0,0,0,3.0,11.0,15.0,0,3.0,0.0,0,8.0,0.0,10.0,0,0,0,1960.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,234.5,0,59,49.0,0,-1.0,0,0,1,0,0,1,2,3,0,0,1,0,0,0,0,0,0
0,0,0,0,12.0,0.0,0.0,1,20.0,50000.0,6.0,0,1,370.0,9.44,0.0,0,1,0,0,2.0,11.0,15.0,1,3.0,0.0,0,3.0,0.0,48.0,0,0,0,1960.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82.17,82.17,82.17,1,54,49.0,2,-1.0,0,0,1,0,1,0,2,4,0,0,1,0,0,0,0,0,0
1,0,0,1,9.0,1000000.0,3.0,1,6.0,50000.0,3.0,1,1,0.0,0.0,0.0,0,0,0,1,4.0,11.0,15.0,1,3.0,0.0,1,3.0,0.0,2.0,0,1,0,1980.0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,274.81,0,58,25.0,0,-1.0,0,0,1,0,0,0,12,3,0,0,1,0,0,0,0,0,0
0,0,0,1,2.0,1000000.0,6.0,1,5.0,50000.0,6.0,1,1,0.0,0.0,0.0,0,0,0,0,2.0,11.0,15.0,1,3.0,0.0,1,3.0,0.0,19.0,0,1,0,1946.0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,183.78,0,47,56.0,0,-1.0,0,0,1,0,1,0,12,2,0,0,1,0,0,0,0,0,0
0,0,0,0,10.0,0.0,0.0,1,22.0,50000.0,2.0,0,1,0.0,0.0,0.0,0,0,0,1,3.0,11.0,15.0,1,3.0,30.0,0,12.0,0.0,10.0,0,1,0,1946.0,0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,84.08,1,61,63.0,0,-1.0,0,0,1,0,1,0,11,0,0,0,1,0,0,0,0,0,0
0,0,0,0,10.0,0.0,0.0,1,12.0,50000.0,7.0,0,1,0.0,0.0,16.67,0,0,0,1,3.0,11.0,15.0,1,3.0,30.0,0,14.0,0.0,19.0,0,1,0,1946.0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,75.64,0,46,63.0,0,-1.0,0,0,1,0,1,0,12,2,0,0,0,1,0,0,0,0,0
0,0,0,1,21.0,1000000.0,7.0,1,10.0,50000.0,7.0,1,1,0.0,0.0,0.0,0,0,0,0,5.0,11.0,15.0,1,3.0,30.0,0,8.0,0.0,2.0,0,0,0,1920.0,0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,707.86,0,75,89.0,22,-1.0,0,0,1,0,1,0,12,2,0,0,0,0,0,0,1,0,0
0,0,0,1,15.0,1000000.0,7.0,1,22.0,50000.0,7.0,1,1,0.0,0.0,0.0,0,0,0,1,2.0,11.0,15.0,1,3.0,30.0,0,8.0,0.0,19.0,0,1,0,1920.0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,158.71,0,54,90.0,29,-1.0,0,0,1,0,0,1,12,3,0,0,1,0,0,0,0,0,0
1,0,0,1,7.0,1000000.0,3.0,1,2.0,50000.0,3.0,1,1,0.0,0.0,44.39,0,0,0,1,4.0,11.0,15.0,1,3.0,0.0,1,3.0,0.0,2.0,0,1,0,1980.0,1,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,387.43,0,39,23.0,0,-1.0,0,0,1,0,0,0,11,1,0,0,1,0,0,0,0,0,0
0,0,0,1,1.0,1000000.0,6.0,1,3.0,50000.0,6.0,1,1,0.0,0.0,0.0,0,1,0,1,2.0,11.0,15.0,1,3.0,0.0,0,8.0,0.0,9.0,0,1,0,1946.0,1,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,49.77,0,54,60.0,0,-1.0,0,0,1,0,0,0,11,0,0,0,1,0,0,0,0,0,0
0,0,0,1,0.0,1000000.0,6.0,1,0.0,50000.0,6.0,1,1,350.0,7.7,51.94,0,1,0,1,5.0,11.0,15.0,1,3.0,30.0,1,3.0,0.0,2.0,0,1,0,2000.0,1,1.0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0.0,0.0,442.9,0,40,11.0,0,-1.0,0,0,1,0,0,1,1,3,0,0,1,0,0,0,0,0,0
0,0,0,0,10.0,0.0,0.0,1,28.0,75000.0,7.0,0,1,6855.0,31.97,35.31,0,1,1,1,5.0,11.0,15.0,1,3.0,0.0,0,8.0,0.0,10.0,0,1,0,1920.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,377.6,377.6,377.6,0,56,87.0,9,-1.0,0,0,1,0,1,0,10,0,0,0,1,0,0,0,0,0,0
1,0,0,0,10.0,0.0,0.0,1,14.0,50000.0,4.0,0,1,0.0,0.0,0.0,0,1,0,0,3.0,11.0,15.0,1,3.0,0.0,0,8.0,0.0,10.0,0,0,0,1946.0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,59.89,0,69,61.0,31,-1.0,0,0,1,0,0,1,10,2,0,0,1,0,0,0,0,0,0
0,0,0,1,9.0,1000000.0,7.0,1,10.0,50000.0,6.0,1,1,0.0,0.0,0.0,0,0,0,1,2.0,11.0,15.0,1,3.0,0.0,0,8.0,0.0,9.0,0,1,0,1960.0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,96.34,0.0,96.34,1,60,49.0,7,-1.0,0,0,1,0,1,0,12,5,0,0,1,0,0,0,0,0,0
0,0,0,1,13.0,1000000.0,7.0,1,26.0,50000.0,7.0,1,1,1500.0,52.17,22.76,0,0,0,1,4.0,11.0,15.0,1,3.0,30.0,1,3.0,0.0,2.0,0,1,0,1960.0,1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,309.7,1,56,50.0,25,-1.0,0,0,1,0,1,0,12,5,0,0,1,0,0,0,0,0,0
0,0,0,1,23.0,1000000.0,6.0,1,15.0,50000.0,6.0,1,1,4082.0,55.1,21.37,0,0,0,1,3.0,11.0,15.0,1,3.0,30.0,0,8.0,0.0,10.0,0,1,0,1990.0,1,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,214.67,0.0,214.67,0,65,19.0,0,-1.0,0,0,1,0,1,0,12,0,0,0,1,0,0,0,0,0,0
0,0,0,1,8.0,1000000.0,6.0,1,8.0,50000.0,6.0,1,1,0.0,0.0,0.0,0,0,0,0,2.0,11.0,15.0,1,3.0,0.0,0,3.0,0.0,19.0,0,0,0,1980.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,118.42,0,43,29.0,0,-1.0,0,0,1,0,0,1,12,5,0,0,1,0,0,0,0,0,0
